vid_ID,frame_num,task_var,event,huj_0,huj_1,huj_2
eqhAaAOrw6I,4128,b,wedding,12,19,4
dcINl0zJ_YU,488,b,wedding,9,25,23
5NyDtpFnEHA,5088,b,wedding,8,0,15
44HWfia55q4,1919,b,wedding,69,94,89
Bp8t824h5NE,0,b,wedding,9,0,2
eISbZutaed8,278,b,wedding,7,7,16
Bp8t824h5NE,1936,b,birthday party,47,13,0
aOOJepvncBE,8316,b,birthday party,49,19,0
3l0XYe5kjs4,21025,b,birthday party,40,50,0
_amwPjAcoC8,0,b,birthday party,66,70,20
3-sFLOcz_1I,6583,b,birthday party,42,5,25
gNlCq00gItY,2366,b,birthday party,9,20,3
4gRjBTFH4mM,805,b,COVID test,6,5,93
mSbitxEwU2M,2590,b,COVID test,4,23,40
5TahRMklod8,3216,b,COVID test,5,0,5
LCW07ojT-Ak,1806,b,COVID test,9,26,3
79zs_gX2y5Q,6902,b,COVID test,5,10,24
tB3ScSis4ZI,3103,b,COVID test,57,91,80
8OsoUWsNHiQ,17371,b,birthday party,23,76,56
aJOeRUlrmoQ,925,b,birthday party,12,3,30
CTogUTHyO9M,968,b,birthday party,7,0,1
aFJ7U95QQx4,4970,b,birthday party,7,0,40
9tGS3c1Ja6o,5508,b,birthday party,5,0,0
5NyDtpFnEHA,7208,b,birthday party,44,64,30
cMyKA8oVgdQ,3510,b,parade,14,14,1
banner32,13563,b,parade,40,36,15
pLaAp_O1eFo,1428,b,parade,100,100,100
banner67,2220,b,parade,2,26,7
pfHGzc3-9B0,1755,b,parade,1,26,7
banner08,1254,b,parade,1,8,1
MFE_P_eVKZI,426,b,protest,6,0,5
banner34,6048,b,protest,96,100,100
banner27,1776,b,protest,100,100,100
ZKmoKvXeyBc,2080,b,protest,6,0,5
pfHGzc3-9B0,0,b,protest,5,2,3
banner55,1674,b,protest,62,65,67
GUXGq5NlBOQ,5338,b,wedding,8,0,0
COiFSitg930,1748,b,wedding,83,0,20
19yKVDPGNv0,0,b,wedding,7,0,0
_rIeDARnet0,180,b,wedding,95,100,100
9XG1AtbVPt4,243,b,wedding,8,0,0
9tGS3c1Ja6o,2916,b,wedding,96,100,0
FtnGrI4k2v4,564,b,birthday party,93,50,100
dWZ9Iv7tPKk,3195,b,birthday party,9,34,20
"""-El_iQ0i5Og""",4920,b,birthday party,3,30,0
FexAG0oxtDw,357,b,birthday party,81,95,100
BK_CKC5lw6I,2805,b,birthday party,7,7,0
a4XhrObLzkM,8162,b,birthday party,73,82,60
banner49,3648,b,protest,89,100,96
uf6jIXtHQ8c,0,b,protest,5,1,0
cMyKA8oVgdQ,4680,b,protest,6,1,0
fNu-RiZEhqk,4716,b,protest,13,5,48
banner36,12376,b,protest,4,62,38
banner48,975,b,protest,96,100,77
LyPzt5BhIEU,816,b,protest,39,96,50
i9Y6mLjjT-4,948,b,protest,5,1,6
banner21,450,b,protest,7,0,13
banner28,1276,b,protest,78,100,95
banner40,6583,b,protest,81,100,14
lumus1QxrPY,440,b,protest,58,11,12
banner58,480,b,parade,7,0,6
s7wWKYGtO6U,1456,b,parade,82,100,100
rIcQ4Knm0Ks,1320,b,parade,100,100,100
banner15,3808,b,parade,14,1,19
banner10,174,b,parade,12,0,5
2pp33MkzdFI,2726,b,parade,16,10,5
pLaAp_O1eFo,2448,b,parade,90,100,100
banner30,202,b,parade,73,0,0
banner25,798,b,parade,3,0,0
banner53,125,b,parade,73,100,3
"""-jmFL0i8_ZU""",2175,b,parade,4,100,95
LyPzt5BhIEU,1122,b,parade,3,0,0
3rVj5ziqKUg,2938,b,medical procedure (other than COVID test),93,0,100
HJsKFGUE-Ak,4410,b,medical procedure (other than COVID test),33,1,2
FxAD8xt0WiM,244,b,medical procedure (other than COVID test),3,0,4
eFTcf7SovK4,1125,b,medical procedure (other than COVID test),72,100,68
g5r3RI8AG84,3212,b,medical procedure (other than COVID test),53,100,65
LCW07ojT-Ak,2236,b,medical procedure (other than COVID test),4,0,7
G7Qs8ewt8B4,0,b,wedding,2,0,1
Bp8t824h5NE,23232,b,wedding,100,100,100
19yKVDPGNv0,1440,b,wedding,28,0,0
4z4FuYhnakQ,912,b,wedding,4,0,0
4nAse9fEOww,1163,b,wedding,97,80,100
"""-El_iQ0i5Og""",2952,b,wedding,73,9,15
f6HtqolhKqo,4185,b,COVID test,6,10,64
kU3Euj7-xVM,2697,b,COVID test,7,64,55
DSrWjVyxEeg,2450,b,COVID test,3,23,53
ckwUrjccl1U,1113,b,COVID test,7,19,7
o9IYeMJG6rc,2604,b,COVID test,8,100,71
ec0gle7LF3A,2610,b,COVID test,43,97,49
a5_W5FYH5A4,230,b,birthday party,8,2,19
fzguPxHw7FQ,231,b,birthday party,7,100,100
dWZ9Iv7tPKk,2130,b,birthday party,5,2,0
eYGGZV-JqvI,3604,b,birthday party,6,7,8
EMoFeXZpJyg,5184,b,birthday party,8,1,10
5NyDtpFnEHA,9752,b,birthday party,86,100,80
banner11,2838,b,parade,16,10,17
yKOfh_rc7HY,960,b,parade,8,8,16
ujwTA68t3qI,2604,b,parade,6,9,4
banner50,392,b,parade,9,21,30
banner34,7392,b,parade,5,22,20
pOCLZsJLu00,141,b,parade,100,95,97
g5r3RI8AG84,1314,b,COVID test,5,4,2
BH3ZaaxgPuw,156,b,COVID test,26,52,51
wI5APoy7LWU,960,b,COVID test,8,50,48
dOkNrT6qqSU,509,b,COVID test,7,0,3
HkWGjt1p9-0,366,b,COVID test,4,10,4
7oQKaOzzXyc,1020,b,COVID test,100,100,59
banner29,472,b,parade,7,95,87
banner38,1495,b,parade,4,0,4
banner21,2250,b,parade,2,50,4
6JIdatdtxC4,924,b,parade,8,51,5
pfHGzc3-9B0,2295,b,parade,5,27,4
s10ko_TdA_8,162,b,parade,36,62,66
aMk0WhTsBIE,1408,b,birthday party,8,0,3
HzediMWGPVA,1050,b,birthday party,98,57,61
2um9Pbu5BO4,935,b,birthday party,5,0,3
2DFAQAGZEAs,2184,b,birthday party,94,80,86
GPRS1QbPtj4,1008,b,birthday party,8,1,4
fwpYnUDbusw,9328,b,birthday party,6,12,6
g2w7Yu4hMYE,360,b,wedding,77,100,92
Ayq48hGW07M,238,b,wedding,99,100,100
DVA0Np9bIO4,2679,b,wedding,7,0,4
D9EjcfgEaNo,17584,b,wedding,23,78,3
44HWfia55q4,1313,b,wedding,92,97,100
b9fnQSJOXDA,7595,b,wedding,9,0,8
6x4ZgoAwyQo,3380,b,COVID test,3,50,24
Hdjm5SEBl8A,3007,b,COVID test,6,66,24
NYDqFK_W9E8,2268,b,COVID test,76,24,27
_VOXeUDJf9I,250,b,COVID test,8,11,6
hDma7N2a3m4,282,b,COVID test,7,12,6
BH3ZaaxgPuw,624,b,COVID test,4,5,50
XhkSoXQj9T8,1350,b,protest,3,0,5
yETzf3GqEbs,206,b,protest,31,46,21
banner55,432,b,protest,68,94,95
Mvz1Eva2TPU,469,b,protest,25,0,5
banner18,2478,b,protest,64,100,99
banner54,644,b,protest,53,95,69
DeQc9JcUhMA,5670,b,wedding,4,2,5
44HWfia55q4,808,b,wedding,7,81,46
5zpgg8lQchg,255,b,wedding,7,8,16
byhX5cDBYxA,4025,b,wedding,100,100,96
2um9Pbu5BO4,1360,b,wedding,100,100,100
eqhAaAOrw6I,3612,b,wedding,8,0,5
HgxExb4Ig5A,1424,b,birthday party,1,1,7
g2w7Yu4hMYE,4680,b,birthday party,11,25,9
fxzxifJEE_8,165,b,birthday party,64,54,28
FexAG0oxtDw,510,b,birthday party,100,100,100
gAm5bIhCD2M,1819,b,birthday party,47,5,31
HGEDhnHIBio,1397,b,birthday party,0,0,2
a4XhrObLzkM,11130,b,wedding,4,0,4
eYGGZV-JqvI,1908,b,wedding,2,0,23
759-RoOmxeo,12796,b,wedding,100,100,100
EMoFeXZpJyg,1152,b,wedding,3,54,4
ef5c0izPTNg,4522,b,wedding,7,0,2
6fdzHKRMn6Q,192,b,wedding,14,23,3
dI6S2OZBY4E,5668,b,birthday party,8,0,0
0n3gVXmbG-I,25099,b,birthday party,5,0,0
7wgDnx9iQfY,2520,b,birthday party,68,100,100
5zpgg8lQchg,2295,b,birthday party,91,97,50
BK_CKC5lw6I,2380,b,birthday party,4,0,0
-5VIQPJ8YOA,3990,b,birthday party,68,100,100
DWyUaFsyd-g,696,b,COVID test,7,6,3
DEiapWRTPIU,2525,b,COVID test,8,88,25
co8sDzBuUqI,948,b,COVID test,6,19,5
RvGDhjkZ_Gg,1537,b,COVID test,41,95,25
"""-lcdWy3VPOs""",1188,b,COVID test,5,34,0
6P7zkVLbxWc,2030,b,COVID test,8,1,1
bUsRnkh7yk4,1100,b,medical procedure (other than COVID test),6,52,1
nZ5ARMIiQ4A,2673,b,medical procedure (other than COVID test),4,0,5
CbX_cJxEsG8,1600,b,medical procedure (other than COVID test),64,0,88
Ed_AMtyvreU,1176,b,medical procedure (other than COVID test),90,52,100
utcuUvRYxfI,927,b,medical procedure (other than COVID test),9,0,4
cIuGwaBFX8I,86,b,medical procedure (other than COVID test),3,50,61
Mwq_a5R-iLY,371,b,protest,6,0,5
banner64,2975,b,protest,62,100,77
banner23,396,b,protest,76,50,100
97tDHvp036s,59,b,protest,77,50,88
UXEKw2QFUa4,3584,b,protest,11,0,5
banner31,2862,b,protest,89,100,99
nfV3pWn3rIA,2436,b,COVID test,84,83,81
PeQhZpfuEx0,1802,b,COVID test,16,51,19
ChnkhihFLrI,4068,b,COVID test,51,95,75
yxiLs_lXrV4,6786,b,COVID test,8,2,7
fmPTpwdHqa4,3216,b,COVID test,6,100,6
olqe6KS5FmM,100,b,COVID test,5,7,3
bM6Dy1O13GU,511,b,protest,74,47,92
ujwTA68t3qI,1767,b,protest,7,100,3
uf6jIXtHQ8c,1020,b,protest,5,100,3
banner39,1785,b,protest,98,0,100
banner11,1462,b,protest,47,0,14
banner48,819,b,protest,71,0,98
kU3Euj7-xVM,2046,b,COVID test,8,0,18
0KmTzoa18XQ,3381,b,COVID test,3,50,32
9tsujxIvqw4,1035,b,COVID test,37,6,5
Iu5Zn5dF50M,2310,b,COVID test,57,82,59
Hdjm5SEBl8A,2231,b,COVID test,96,100,41
6P7zkVLbxWc,1508,b,COVID test,5,1,9
44HWfia55q4,2727,b,birthday party,9,1,4
19yKVDPGNv0,432,b,birthday party,87,100,44
CTogUTHyO9M,3025,b,birthday party,4,44,3
HpLQCPkGLhs,585,b,birthday party,5,4,4
fbY7HoJgtMQ,4676,b,birthday party,53,26,16
5A-3of5FoB8,5655,b,birthday party,4,0,5
ddzVJ4T1qhs,5075,b,medical procedure (other than COVID test),8,1,3
hDma7N2a3m4,4794,b,medical procedure (other than COVID test),62,5,33
Ed_AMtyvreU,784,b,medical procedure (other than COVID test),86,100,99
HkWGjt1p9-0,2196,b,medical procedure (other than COVID test),6,1,4
olqe6KS5FmM,1800,b,medical procedure (other than COVID test),6,0,15
_n5aQixPJkg,1352,b,medical procedure (other than COVID test),7,16,3
banner18,1180,b,parade,6,0,4
t9uDYv8y93g,1475,b,parade,71,92,97
banner26,357,b,parade,7,20,40
UM4oYR0bNNU,1012,b,parade,44,25,52
banner25,84,b,parade,6,0,19
6rQAzqQO83E,1080,b,parade,2,25,60
banner57,1312,b,parade,4,13,100
banner27,15984,b,parade,5,20,2
eYWFkMZhvEo,1245,b,parade,6,58,52
2pp33MkzdFI,188,b,parade,4,53,6
fNu-RiZEhqk,2096,b,parade,100,100,100
banner36,11284,b,parade,6,23,30
banner34,2240,b,protest,78,100,81
s7wWKYGtO6U,2016,b,protest,11,0,5
pfHGzc3-9B0,3780,b,protest,53,100,50
banner38,2875,b,protest,59,94,43
banner40,6129,b,protest,64,100,70
6rQAzqQO83E,1800,b,protest,5,53,70
banner43,228,b,protest,81,100,100
lumus1QxrPY,1100,b,protest,12,0,18
XwGJJR07cp4,2921,b,protest,8,0,0
x9l_yFj3F6U,154,b,protest,9,0,0
banner36,4004,b,protest,11,100,1
banner08,1026,b,protest,79,0,38
gAm5bIhCD2M,3745,b,birthday party,3,0,3
2um9Pbu5BO4,2720,b,birthday party,3,0,7
AxlDl0L8zt8,2635,b,birthday party,5,0,3
9XG1AtbVPt4,27,b,birthday party,86,96,87
b9fnQSJOXDA,2387,b,birthday party,99,100,98
aZFwRcv5--8,24684,b,birthday party,6,0,4
banner38,1380,b,protest,79,95,100
AAtnZ6mv38k,923,b,protest,73,100,100
banner26,1632,b,protest,97,52,90
banner22,64,b,protest,99,100,100
tS3U1j-YFLw,705,b,protest,91,8,65
WQr71I7FIWc,0,b,protest,39,44,1
44HWfia55q4,1818,b,wedding,100,100,65
DoS4Y-KGezU,15040,b,wedding,0,8,1
FyLdDChK6sE,2040,b,wedding,51,49,1
_rIeDARnet0,826,b,wedding,100,100,66
fgLxUND-dvQ,3406,b,wedding,0,2,1
DeQc9JcUhMA,2754,b,wedding,0,11,15
gpvZPb_lUNU,4686,b,wedding,4,100,80
DwxxLHvp1ho,2304,b,wedding,35,0,0
6VC9ci9TnHE,2136,b,wedding,4,2,0
Ayq48hGW07M,408,b,wedding,100,100,100
cBr1FeeNtFg,33306,b,wedding,5,7,0
Eh_cnVCU7nw,560,b,wedding,63,20,15
fsucWkxGVE4,2565,b,wedding,4,93,5
9UdFlj9077A,43360,b,wedding,100,0,100
6VC9ci9TnHE,2403,b,wedding,41,99,22
9VP1n9zTk38,6766,b,wedding,99,0,100
"""-El_iQ0i5Og""",1148,b,wedding,7,1,37
8OsoUWsNHiQ,0,b,wedding,8,6,4
banner14,896,b,protest,11,27,65
banner40,4540,b,protest,100,99,97
banner23,5544,b,protest,100,98,70
RjyFJj1K9gU,640,b,protest,0,6,4
NUoY6aBmKNY,3710,b,protest,1,3,5
ygOY3PDSpfM,216,b,protest,0,76,5
fmPTpwdHqa4,1206,b,medical procedure (other than COVID test),92,100,95
e8UEl4J418M,1775,b,medical procedure (other than COVID test),64,62,50
BoHNtTQGnsU,891,b,medical procedure (other than COVID test),8,0,35
"""-lcdWy3VPOs""",648,b,medical procedure (other than COVID test),0,0,4
NYDqFK_W9E8,420,b,medical procedure (other than COVID test),52,0,6
yxiLs_lXrV4,7308,b,medical procedure (other than COVID test),64,1,6
banner66,594,b,parade,5,1,74
banner25,1050,b,parade,5,0,26
tS3U1j-YFLw,1598,b,parade,4,4,0
banner57,164,b,parade,5,50,58
yKOfh_rc7HY,3360,b,parade,8,1,0
QbC6dLG_dQY,1734,b,parade,80,100,70
fbY7HoJgtMQ,2839,b,wedding,84,67,98
fzguPxHw7FQ,4851,b,wedding,5,0,3
Gwz0Z1qY5Wc,2002,b,wedding,72,82,96
46xhFCXBMJs,4956,b,wedding,59,61,79
9XG1AtbVPt4,288,b,wedding,17,1,62
6VC9ci9TnHE,89,b,wedding,46,0,3
5NyDtpFnEHA,7632,b,wedding,5,3,4
7NSDVV0g-Eo,71,b,wedding,85,94,98
Eh_cnVCU7nw,400,b,wedding,89,97,56
2q0s_YRLAps,4878,b,wedding,48,55,12
D9EjcfgEaNo,21352,b,wedding,5,52,12
aZFwRcv5--8,10164,b,wedding,99,74,98
_SnhR6gkBpQ,3077,b,medical procedure (other than COVID test),4,45,9
Fj5R_U2TaPk,584,b,medical procedure (other than COVID test),9,6,2
Iu5Zn5dF50M,1078,b,medical procedure (other than COVID test),50,0,10
BH3ZaaxgPuw,1664,b,medical procedure (other than COVID test),54,71,88
"""-lcdWy3VPOs""",1512,b,medical procedure (other than COVID test),51,42,7
HkWGjt1p9-0,2806,b,medical procedure (other than COVID test),8,37,2
banner32,2055,b,protest,87,11,42
"""-jmFL0i8_ZU""",1425,b,protest,49,33,52
banner67,4736,b,protest,72,76,60
yFHY9bLtDaQ,1296,b,protest,87,52,40
pfHGzc3-9B0,810,b,protest,88,73,67
banner46,4710,b,protest,100,94,93
banner10,198,b,protest,86,100,100
97tDHvp036s,1180,b,protest,8,10,0
Mvz1Eva2TPU,67,b,protest,41,12,10
banner50,28,b,protest,81,100,100
x9l_yFj3F6U,1309,b,protest,9,6,5
banner43,551,b,protest,96,100,100
o9IYeMJG6rc,2325,b,COVID test,68,87,28
Hdjm5SEBl8A,3492,b,COVID test,62,26,54
AAFG_UAyTt0,1010,b,COVID test,14,47,17
ddzVJ4T1qhs,3190,b,COVID test,53,40,38
cIhak7--M8Q,2470,b,COVID test,5,57,12
dOkNrT6qqSU,100,b,COVID test,47,50,16
s10ko_TdA_8,1539,b,protest,2,7,5
banner10,96,b,protest,96,100,74
banner62,3404,b,protest,98,100,96
wjgtyMM2MYs,2175,b,protest,61,25,50
banner30,6262,b,protest,77,15,2
bM6Dy1O13GU,1825,b,protest,47,94,87
nUJVF25soJA,2656,b,parade,11,100,6
YWcPcm7tgIw,550,b,parade,91,100,99
banner45,3927,b,parade,8,47,8
banner46,2041,b,parade,9,1,2
banner49,798,b,parade,8,5,35
W8dq1uH9V5o,1829,b,parade,7,5,18
banner01,1386,b,protest,59,100,65
"""-jmFL0i8_ZU""",450,b,protest,47,55,51
banner50,952,b,protest,76,100,93
banner13,2592,b,protest,7,76,15
zMqfwJmtRKs,3630,b,protest,6,46,18
uf6jIXtHQ8c,204,b,protest,7,5,2
banner30,1818,b,protest,58,97,37
banner02,3325,b,protest,6,1,4
"""-jmFL0i8_ZU""",2625,b,protest,3,12,39
MFE_P_eVKZI,1420,b,protest,11,0,4
97tDHvp036s,1003,b,protest,48,92,37
banner31,795,b,protest,52,87,36
KIShK9Z4lWQ,2240,b,COVID test,99,100,100
gtYImU6ELks,2242,b,COVID test,80,100,99
CtZpSbLwLUM,1875,b,COVID test,8,50,60
Kk3TM-AtRcM,2772,b,COVID test,5,0,1
tD_2bLASas8,1030,b,COVID test,41,0,44
cIuGwaBFX8I,1419,b,COVID test,3,37,45
34W38Agu0jg,693,b,COVID test,82,0,4
bGElL___Dz0,800,b,COVID test,89,14,26
nnqZqPuPQ7E,1425,b,COVID test,0,30,13
9WayjX6vCdk,1691,b,COVID test,100,100,96
KIShK9Z4lWQ,4620,b,COVID test,49,0,4
PAfdeTlwa7s,3680,b,COVID test,71,37,7
XwGJJR07cp4,3683,b,parade,100,100,100
banner55,0,b,parade,6,0,0
banner39,459,b,parade,6,81,0
NUoY6aBmKNY,3286,b,parade,7,100,100
banner29,2360,b,parade,7,50,25
ZKmoKvXeyBc,0,b,parade,99,100,98
fwpYnUDbusw,0,b,wedding,4,0,0
DVA0Np9bIO4,2397,b,wedding,7,0,0
Ayq48hGW07M,493,b,wedding,100,100,100
fgLxUND-dvQ,0,b,wedding,5,1,1
7NSDVV0g-Eo,492,b,wedding,80,96,25
FyLdDChK6sE,4624,b,wedding,9,7,0
DoS4Y-KGezU,9400,b,birthday party,85,89,95
2um9Pbu5BO4,2125,b,birthday party,9,0,0
ATAYjBsD7_8,2541,b,birthday party,3,0,50
19yKVDPGNv0,3888,b,birthday party,100,100,100
gAm5bIhCD2M,1391,b,birthday party,4,3,50
759-RoOmxeo,7769,b,birthday party,4,0,0
HLIcL6FZ_8M,2937,b,COVID test,52,95,64
_VOXeUDJf9I,800,b,COVID test,8,0,47
tD_2bLASas8,2266,b,COVID test,7,6,26
PAfdeTlwa7s,920,b,COVID test,7,53,48
kZhSPnnXyPo,3270,b,COVID test,97,80,100
KIShK9Z4lWQ,4200,b,COVID test,6,73,10
byhX5cDBYxA,0,b,birthday party,3,4,3
Gyt7uyHxJfo,539,b,birthday party,1,8,5
-5VIQPJ8YOA,5700,b,birthday party,1,6,17
G7Qs8ewt8B4,2800,b,birthday party,7,14,2
gfDWSjftuA0,2300,b,birthday party,3,0,10
DeQc9JcUhMA,648,b,birthday party,5,6,6
14mRmD8zHOk,2774,b,medical procedure (other than COVID test),71,94,96
BoHNtTQGnsU,162,b,medical procedure (other than COVID test),63,81,47
34W38Agu0jg,231,b,medical procedure (other than COVID test),4,23,94
mSbitxEwU2M,1480,b,medical procedure (other than COVID test),6,77,27
g5r3RI8AG84,2628,b,medical procedure (other than COVID test),3,76,3
DST89EJIPzI,3570,b,medical procedure (other than COVID test),50,93,96
NUoY6aBmKNY,1696,b,parade,2,0,4
banner09,656,b,parade,54,17,5
banner18,2596,b,parade,27,0,6
WYF7OP9wBiU,4114,b,parade,4,16,6
banner10,54,b,parade,50,0,50
YWcPcm7tgIw,1600,b,parade,100,100,100
banner47,3762,b,parade,31,14,7
banner44,396,b,parade,35,8,10
banner62,2516,b,parade,0,7,22
yFHY9bLtDaQ,648,b,parade,3,7,18
NOGQ3tzoXE8,1584,b,parade,0,5,13
WYF7OP9wBiU,1331,b,parade,100,62,75
4nAse9fEOww,18608,b,wedding,100,100,100
eMlspUkrUp4,1476,b,wedding,7,0,14
2g4gLqksTcA,3110,b,wedding,100,93,82
DVA0Np9bIO4,1269,b,wedding,18,22,43
16IndzFp8HQ,6391,b,wedding,10,0,5
gfDWSjftuA0,18975,b,wedding,93,87,100
banner01,252,b,parade,7,0,7
UXEKw2QFUa4,2304,b,parade,6,2,5
EpjD9mgeEfA,1909,b,parade,81,100,97
banner49,2280,b,parade,14,0,2
banner36,3276,b,parade,7,50,3
yETzf3GqEbs,2060,b,parade,51,100,21
e8UEl4J418M,710,b,COVID test,3,0,4
n0-ZA-bUF_o,3852,b,COVID test,6,2,0
cIuGwaBFX8I,43,b,COVID test,6,0,10
HkWGjt1p9-0,3660,b,COVID test,6,24,25
HJsKFGUE-Ak,0,b,COVID test,42,34,1
ECJxSZXBBk8,172,b,COVID test,7,1,5
Fj5R_U2TaPk,4088,b,COVID test,9,89,15
HJsKFGUE-Ak,1176,b,COVID test,51,95,50
ec0gle7LF3A,270,b,COVID test,5,54,3
ndMrEMyRgQM,336,b,COVID test,60,100,100
_VOXeUDJf9I,400,b,COVID test,4,89,3
cIuGwaBFX8I,1032,b,COVID test,7,2,2
gdcWcsQ_l_U,3300,b,birthday party,45,7,15
FyLdDChK6sE,1224,b,birthday party,2,0,10
aJOeRUlrmoQ,5180,b,birthday party,5,0,5
eqhAaAOrw6I,645,b,birthday party,40,100,37
3l0XYe5kjs4,11774,b,birthday party,36,25,4
HGEDhnHIBio,1651,b,birthday party,11,10,4
NOGQ3tzoXE8,3465,b,parade,3,32,0
x9l_yFj3F6U,616,b,parade,100,100,100
banner32,822,b,parade,8,90,30
banner23,2772,b,parade,7,38,0
banner15,4165,b,parade,5,26,0
pOCLZsJLu00,2820,b,parade,100,100,100
fmPTpwdHqa4,2814,b,medical procedure (other than COVID test),20,64,77
"""-lcdWy3VPOs""",3888,b,medical procedure (other than COVID test),16,1,2
4mPI1ILo17w,2262,b,medical procedure (other than COVID test),51,4,2
MEiGp8pIuXM,2080,b,medical procedure (other than COVID test),10,1,5
PAfdeTlwa7s,2070,b,medical procedure (other than COVID test),6,0,1
U4c8adLgEd0,2835,b,medical procedure (other than COVID test),48,9,68
banner53,4125,b,protest,96,100,100
ujwTA68t3qI,1302,b,protest,6,0,0
banner12,134,b,protest,98,100,100
wjgtyMM2MYs,1650,b,protest,67,100,1
banner30,808,b,protest,96,100,58
6rQAzqQO83E,420,b,protest,92,100,97
gl_ulT-BbLw,22200,b,wedding,5,37,4
fzguPxHw7FQ,7854,b,wedding,46,4,8
eMlspUkrUp4,2788,b,wedding,6,0,13
2um9Pbu5BO4,2380,b,wedding,100,100,100
46xhFCXBMJs,7434,b,wedding,100,100,100
_rIeDARnet0,329,b,wedding,100,100,100
R-ekIKPVPLU,610,b,medical procedure (other than COVID test),4,38,4
Kk3TM-AtRcM,1344,b,medical procedure (other than COVID test),6,33,5
Hdjm5SEBl8A,2619,b,medical procedure (other than COVID test),7,53,4
_E4w1_WoqEc,2220,b,medical procedure (other than COVID test),6,53,5
5TahRMklod8,4422,b,medical procedure (other than COVID test),90,100,99
ChnkhihFLrI,791,b,medical procedure (other than COVID test),5,3,50
8OsoUWsNHiQ,2396,b,birthday party,44,7,0
cNoOzS2HZ5k,29500,b,birthday party,5,0,0
_amwPjAcoC8,2947,b,birthday party,96,97,65
COiFSitg930,14421,b,birthday party,7,1,0
fwpYnUDbusw,7579,b,birthday party,9,6,0
ATAYjBsD7_8,462,b,birthday party,7,0,2
vl4qPtARm2E,3741,b,medical procedure (other than COVID test),7,2,10
MEiGp8pIuXM,3536,b,medical procedure (other than COVID test),69,100,3
6x4ZgoAwyQo,2080,b,medical procedure (other than COVID test),100,100,100
0KmTzoa18XQ,5152,b,medical procedure (other than COVID test),9,44,0
e8UEl4J418M,2485,b,medical procedure (other than COVID test),10,17,1
hDma7N2a3m4,2961,b,medical procedure (other than COVID test),14,85,75
cMyKA8oVgdQ,2340,b,protest,6,0,63
banner47,3876,b,protest,36,88,10
eYWFkMZhvEo,415,b,protest,16,7,5
banner19,52,b,protest,82,91,99
XhkSoXQj9T8,1150,b,protest,4,0,3
banner49,2166,b,protest,100,100,100
6x4ZgoAwyQo,260,b,medical procedure (other than COVID test),60,50,92
M59JDLlmFWY,1152,b,medical procedure (other than COVID test),3,0,3
nGbf84wW3-M,4818,b,medical procedure (other than COVID test),6,14,3
bUsRnkh7yk4,800,b,medical procedure (other than COVID test),77,92,83
nnqZqPuPQ7E,380,b,medical procedure (other than COVID test),5,1,5
_n5aQixPJkg,0,b,medical procedure (other than COVID test),2,1,3
9_81OUez2bw,351,b,medical procedure (other than COVID test),86,100,100
uAotk8E_0tM,86,b,medical procedure (other than COVID test),4,47,7
f_uM1i53Y-s,756,b,medical procedure (other than COVID test),41,50,51
oh0gHw8JCRk,3744,b,medical procedure (other than COVID test),56,54,63
n0-ZA-bUF_o,3210,b,medical procedure (other than COVID test),5,51,3
ec0gle7LF3A,630,b,medical procedure (other than COVID test),5,8,3
fbY7HoJgtMQ,501,b,wedding,48,91,6
"""-El_iQ0i5Og""",5740,b,wedding,6,0,2
3-sFLOcz_1I,227,b,wedding,69,95,69
CTogUTHyO9M,2178,b,wedding,64,90,24
gl_ulT-BbLw,33300,b,wedding,10,0,4
7wgDnx9iQfY,735,b,wedding,3,0,4
U1mlCwQkNsE,2975,b,medical procedure (other than COVID test),7,4,2
tD_2bLASas8,206,b,medical procedure (other than COVID test),5,100,25
ckwUrjccl1U,159,b,medical procedure (other than COVID test),82,100,57
kZhSPnnXyPo,2616,b,medical procedure (other than COVID test),6,1,1
nnqZqPuPQ7E,2660,b,medical procedure (other than COVID test),9,9,0
BH3ZaaxgPuw,1872,b,medical procedure (other than COVID test),3,1,1
DVA0Np9bIO4,3525,b,birthday party,94,96,93
FtnGrI4k2v4,478,b,birthday party,70,63,51
H0IGc2sVXDg,7501,b,birthday party,53,60,63
EMoFeXZpJyg,768,b,birthday party,3,0,1
Gwz0Z1qY5Wc,3289,b,birthday party,53,6,31
de8dLXvgV-I,13392,b,birthday party,7,0,3
GXZK7aGNpUw,2385,b,birthday party,34,50,3
9VP1n9zTk38,796,b,birthday party,3,0,3
eqhAaAOrw6I,4515,b,birthday party,8,0,4
3-sFLOcz_1I,0,b,birthday party,7,0,5
fbY7HoJgtMQ,835,b,birthday party,5,30,9
GUXGq5NlBOQ,3454,b,birthday party,43,89,3
gpvZPb_lUNU,2840,b,birthday party,7,0,5
DoS4Y-KGezU,13160,b,birthday party,66,62,22
aFJ7U95QQx4,710,b,birthday party,6,1,7
3l0XYe5kjs4,5046,b,birthday party,9,76,17
2g4gLqksTcA,16172,b,birthday party,4,0,4
H0IGc2sVXDg,17887,b,birthday party,39,16,10
eYGGZV-JqvI,2756,b,birthday party,8,0,4
4nAse9fEOww,0,b,birthday party,13,39,2
adpTLWCfu9k,6588,b,birthday party,12,0,26
0n3gVXmbG-I,39630,b,birthday party,4,0,5
9XG1AtbVPt4,144,b,birthday party,95,99,96
cNtI9QczpnA,4100,b,birthday party,6,89,33
Ayq48hGW07M,68,b,wedding,58,96,38
DwxxLHvp1ho,576,b,wedding,7,0,2
